Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,READM-30-AMI-HRRP,READM-30-COPD-HRRP,READM-30-HF-HRRP,READM-30-HIP-KNEE-HRRP,READM-30-PN-HRRP,Central line-associated blood stream infections (CLABSI),Catheter-Associated Urinary Tract Infections (CAUTI),Surgical Site Infection from colon surgery (SSI: Colon),Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),Payment for heart attack patients,SCIP-Inf-1_Achievement Points,SCIP-Inf-2_Achievement Points,SCIP-Inf-3_Achievement Points,SCIP-Inf-4_Achievement Points,SCIP-Inf-9_Achievement Points,Communication with Nurses Achievement Points,Communication with Doctors Achievement Points,Responsiveness of Hospital Staff Achievement Points,Pain Management Achievement Points,Communication about Medicines Achievement Points,Cleanliness and Quietness of Hospital Environment Achievement Points,Discharge Information Achievement Points,Overall Rating of Hospital Achievement Points,HF-1 Achievement Points,MORT-30-AMI Achievement Points,MORT-30-HF Achievement Points,MORT-30-PN Performance Rate,PN-3b Achievement Points,PN-6 Achievement Points,SCIP-Card-2 Achievement Points,SCIP-VTE-2 Achievement Points,Weighted Clinical Process of Care Domain Score,Weighted Patient Experience of Care Domain Score,Weighted Outcome Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Home Health Agency,Hospice,Inpatient,Outpatient,Skilled Nursing Facility,Durable Medical Equipment,Carrier,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Median
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,Not Available,18.2,20.4,Not Available,16.8,Not Available,Not Available,Not Available,Not Available,Not Available,2.288,Not Available,0 out of 10,10 out of 10,0 out of 10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,Not Available,Not Available,0.8861,0 out of 10,0 out of 10,Not Available,10 out of 10,26.4285714286,Not Available,Not Available,50,76.4285714286,$118 ,$303 ,"$1,081 ",$234 ,"$2,580 ",$134 ,$459 ,0.77,"38,763"
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,STEUBEN,24.6,20.2,21.8,Not Available,18.1,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,19309,0 out of 10,0 out of 10,0 out of 10,Not Available,3 out of 10,3 out of 10,0 out of 10,7 out of 10,1 out of 10,4 out of 10,0 out of 10,10 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.88928,0 out of 10,10 out of 10,10 out of 10,5 out of 10,7.3333333333,12.9,9,14,43.2333333333,$260 ,$106 ,"$1,270 ",$652 ,"$2,635 ",$60 ,$555 ,0.84,"38,969"
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,15.6,21.2,18.6,4.6,16.2,0.578,1.465,0.598,Not Available,0.220,0.677,19767,7 out of 10,10 out of 10,8 out of 10,4 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,8 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,0.87275,7 out of 10,7 out of 10,7 out of 10,7 out of 10,12.3636363636,7.8,2.4,4,26.5636363636,$627 ,$109 ,"$2,765 ",$534 ,"$2,360 ",$76 ,$984 ,0.97,"45,308"
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,20.3,21.8,21.4,4.4,16.3,0.000,0.532,1.251,Not Available,0.000,1.037,20976,0 out of 10,6 out of 10,9 out of 10,Not Available,5 out of 10,1 out of 10,0 out of 10,4 out of 10,0 out of 10,2 out of 10,3 out of 10,6 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0.89393,6 out of 10,6 out of 10,0 out of 10,1 out of 10,8.6666666667,10.5,19.5,16,54.6666666667,$526 ,$80 ,"$2,184 ",$687 ,"$1,337 ",$79 ,$778 ,0.85,"43,349"
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,20.9,23.6,24.9,5.8,19.8,0.463,0.403,0.540,Not Available,1.294,1.081,23489,7 out of 10,4 out of 10,1 out of 10,8 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,10 out of 10,2 out of 10,0.87468,0 out of 10,0 out of 10,4 out of 10,0 out of 10,11.6363636364,2.4,13.2,0,27.2363636364,$396 ,$56 ,"$2,797 ",$498 ,"$4,745 ",$84 ,"$1,473 ",1.06,"86,843"
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,RICHMOND,17.8,25.7,20.1,5.9,17.5,0.317,0.471,0.380,0.564,0.882,0.748,22477,10 out of 10,8 out of 10,10 out of 10,6 out of 10,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,2 out of 10,1 out of 10,0.88663,10 out of 10,10 out of 10,10 out of 10,10 out of 10,17.0909090909,3,9.6,0,29.6909090909,$801 ,$39 ,"$3,155 ",$542 ,"$2,563 ",$79 ,"$1,239 ",1.02,"58,938"
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,WESTCHESTER,21.3,17.6,22.7,4.9,19,1.407,1.033,1.540,2.976,1.133,0.672,22698,10 out of 10,10 out of 10,10 out of 10,Not Available,10 out of 10,9 out of 10,5 out of 10,8 out of 10,8 out of 10,6 out of 10,5 out of 10,8 out of 10,9 out of 10,10 out of 10,6 out of 10,5 out of 10,0.88377,7 out of 10,10 out of 10,10 out of 10,8 out of 10,18.8888888889,23.4,9,2,53.2888888889,$775 ,$69 ,"$2,248 ",$547 ,"$2,711 ",$103 ,"$1,348 ",0.98,"107,169"
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,NIAGARA,25.4,21,24.3,Not Available,19.8,Not Available,2.925,2.602,Not Available,0.000,0.747,21623,10 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,10 out of 10,6 out of 10,0.86609,0 out of 10,0 out of 10,0 out of 10,0 out of 10,7.5555555556,9,20.25,14,50.8055555556,$528 ,$37 ,"$1,964 ",$248 ,"$2,484 ",$100 ,$700 ,0.90,"50,985"
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,MONROE,20.2,21.2,20.8,5.1,17.6,0.871,1.946,1.686,1.244,0.589,0.968,19066,10 out of 10,8 out of 10,8 out of 10,Not Available,7 out of 10,5 out of 10,3 out of 10,1 out of 10,3 out of 10,5 out of 10,0 out of 10,7 out of 10,4 out of 10,7 out of 10,Not Available,0 out of 10,0.86571,10 out of 10,0 out of 10,7 out of 10,10 out of 10,14.8888888889,13.8,9,12,49.6888888889,$959 ,$76 ,"$1,312 ",$597 ,"$2,726 ",$150 ,$701 ,0.90,"28,442"
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,CHAUTAUQUA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Available,"34,886"
330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NASSAU,18,19.2,20.3,6.2,17.2,0.162,0.729,0.502,0.000,0.807,0.965,24971,0 out of 10,3 out of 10,4 out of 10,7 out of 10,9 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,3 out of 10,10 out of 10,0 out of 10,0.9167,10 out of 10,0 out of 10,7 out of 10,0 out of 10,9.2727272727,5.1,21.6,0,35.9727272727,"$1,088 ",$71 ,"$1,745 ",$548 ,"$3,458 ",$117 ,"$1,209 ",1.00,"78,423"
330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NEW YORK,22,25.5,26.8,6.5,20.2,0.485,0.418,0.760,2.159,0.876,0.786,21137,10 out of 10,4 out of 10,0 out of 10,7 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,10 out of 10,5 out of 10,0.8838,4 out of 10,0 out of 10,0 out of 10,10 out of 10,13.8181818182,5.4,12,0,31.2181818182,$867 ,$104 ,"$2,563 ",$490 ,"$3,050 ",$98 ,"$1,327 ",1.02,"89,999"
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,Not Available,23.7,27.1,5.9,18.7,0.940,0.000,Not Available,Not Available,1.048,1.341,22042,10 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,8 out of 10,Not Available,2 out of 10,0.89719,0 out of 10,1 out of 10,0 out of 10,0 out of 10,6,4.8,19,14,43.8,$655 ,$30 ,"$1,847 ",$467 ,"$2,415 ",$85 ,$911 ,0.88,"43,715"
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,RENSSELAER,17.7,20.3,22.9,5.8,16.1,0.598,0.511,1.216,Not Available,0.440,0.362,19655,0 out of 10,6 out of 10,3 out of 10,Not Available,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,8 out of 10,2 out of 10,0.8807,2 out of 10,10 out of 10,0 out of 10,0 out of 10,9,1.5,13.8,10,34.3,$563 ,$112 ,"$1,642 ",$620 ,"$2,744 ",$98 ,"$1,052 ",0.91,"43,270"
330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,26.3,23.1,25.7,5.9,18.3,1.240,2.271,0.851,Not Available,2.765,0.834,21530,6 out of 10,0 out of 10,7 out of 10,Not Available,1 out of 10,3 out of 10,1 out of 10,1 out of 10,2 out of 10,1 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,8 out of 10,0 out of 10,0.89598,0 out of 10,1 out of 10,5 out of 10,7 out of 10,6.6666666667,7.5,10.8,0,24.9666666667,$695 ,$136 ,"$4,025 ",$309 ,"$4,709 ",$96 ,"$1,328 ",1.16,"77,618"
330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,18.5,22.5,22.4,6.6,14.2,0.353,2.162,1.395,Not Available,3.235,1.534,25522,4 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,5 out of 10,3 out of 10,5 out of 10,5 out of 10,0 out of 10,9 out of 10,9 out of 10,2 out of 10,10 out of 10,10 out of 10,0.91208,7 out of 10,0 out of 10,6 out of 10,9 out of 10,6.7272727273,18.3,23.4,0,48.4272727273,$885 ,$72 ,"$1,610 ",$469 ,"$2,730 ",$100 ,"$1,253 ",1.00,"156,674"
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,WESTCHESTER,20.9,21.9,24.9,8.7,19.1,0.000,3.897,1.164,Not Available,1.485,1.393,23387,8 out of 10,0 out of 10,6 out of 10,Not Available,6 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,10 out of 10,0 out of 10,0.90693,0 out of 10,0 out of 10,3 out of 10,3 out of 10,7.1111111111,13.5,25.8,2,48.4111111111,$691 ,$42 ,"$1,905 ",$396 ,"$5,278 ",$91 ,"$1,260 ",1.03,N/A
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,21.9,22.1,26,6.2,17.3,1.151,1.344,0.526,Not Available,0.939,1.540,21147,6 out of 10,6 out of 10,6 out of 10,Not Available,10 out of 10,6 out of 10,0 out of 10,5 out of 10,4 out of 10,2 out of 10,0 out of 10,9 out of 10,4 out of 10,6 out of 10,10 out of 10,10 out of 10,0.89228,4 out of 10,5 out of 10,10 out of 10,8 out of 10,13.5555555556,14.1,21,0,48.6555555556,$702 ,$102 ,"$1,869 ",$496 ,"$3,348 ",$96 ,"$1,536 ",1.03,"101,591"
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,18.6,20.6,24.5,5.8,16.3,Not Available,1.078,4.018,Not Available,2.449,1.179,21751,2 out of 10,7 out of 10,0 out of 10,Not Available,9 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0.89749,0 out of 10,0 out of 10,6 out of 10,7 out of 10,8.2222222222,6.3,10.5,6,31.0222222222,$902 ,$93 ,"$1,361 ",$739 ,"$3,246 ",$89 ,$920 ,0.95,"58,574"
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,WARREN,19,20.3,24,5.4,18.1,1.011,2.224,0.693,Not Available,0.320,0.885,18079,3 out of 10,1 out of 10,0 out of 10,Not Available,0 out of 10,3 out of 10,0 out of 10,4 out of 10,3 out of 10,3 out of 10,0 out of 10,6 out of 10,0 out of 10,7 out of 10,6 out of 10,3 out of 10,0.8955,3 out of 10,1 out of 10,3 out of 10,0 out of 10,9,12.9,15,6,42.9,$522 ,$49 ,"$2,354 ",$962 ,"$2,709 ",$98 ,$789 ,0.94,"42,849"
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,QUEENS,25.2,23.8,27.5,6.1,20,0.588,3.058,5.472,3.934,1.270,0.554,21950,0 out of 10,1 out of 10,0 out of 10,Not Available,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,0 out of 10,2 out of 10,0.88316,0 out of 10,5 out of 10,0 out of 10,3 out of 10,7.7777777778,3,13.8,0,24.5777777778,$544 ,$60 ,"$2,292 ",$449 ,"$5,852 ",$93 ,"$1,429 ",1.06,"38,624"
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,KINGS,21.1,21.6,25.6,5.4,18.3,0.044,0.951,2.228,1.651,1.883,0.508,22270,0 out of 10,2 out of 10,4 out of 10,0 out of 10,8 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,9 out of 10,0.92844,0 out of 10,0 out of 10,2 out of 10,7 out of 10,7.0909090909,3.6,24.6,0,35.2909090909,$745 ,$101 ,"$2,278 ",$502 ,"$4,375 ",$97 ,"$1,484 ",1.00,"34,970"
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,19.7,20.7,23.1,6.9,18,0.179,1.269,1.336,1.807,0.774,0.946,22297,0 out of 10,1 out of 10,0 out of 10,1 out of 10,2 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,1 out of 10,0 out of 10,4 out of 10,6 out of 10,9 out of 10,7 out of 10,0.90553,0 out of 10,0 out of 10,4 out of 10,3 out of 10,7.0909090909,13.2,25.8,0,46.0909090909,$699 ,$90 ,"$2,251 ",$662 ,"$3,455 ",$105 ,"$1,271 ",1.01,"98,762"
330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,24.1,23.9,29.4,Not Available,20.2,1.755,3.228,Not Available,Not Available,0.916,0.861,21915,0 out of 10,0 out of 10,3 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,6 out of 10,Not Available,10 out of 10,0.90313,0 out of 10,0 out of 10,Not Available,7 out of 10,10.5,7.8,18,2,38.3,$802 ,$67 ,"$1,792 ",$460 ,"$4,258 ",$77 ,"$1,351 ",0.99,"44,730"
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,SAINT LAWRENCE,Not Available,20,24.2,5.7,16.2,Not Available,Not Available,0.558,Not Available,Not Available,0.620,22488,1 out of 10,0 out of 10,10 out of 10,Not Available,8 out of 10,2 out of 10,1 out of 10,4 out of 10,2 out of 10,2 out of 10,2 out of 10,6 out of 10,0 out of 10,2 out of 10,Not Available,4 out of 10,0.90304,0 out of 10,1 out of 10,0 out of 10,0 out of 10,6.6666666667,11.7,21,20,59.3666666667,$425 ,$72 ,"$1,612 ",$592 ,"$1,240 ",$91 ,$584 ,0.80,"32,177"
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,20.7,21.6,24.7,6,18.8,0.150,1.171,0.380,0.612,1.416,1.623,22030,9 out of 10,8 out of 10,7 out of 10,Not Available,9 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10,0.86823,7 out of 10,3 out of 10,9 out of 10,9 out of 10,15.8,6.3,10.8,0,32.9,$710 ,$126 ,"$1,667 ",$475 ,"$4,492 ",$88 ,"$1,374 ",1.05,"97,596"
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NEW YORK,22.7,24.3,25.7,Not Available,16.5,0.849,1.670,2.770,Not Available,0.547,0.217,19024,0 out of 10,0 out of 10,0 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.89389,0 out of 10,6 out of 10,0 out of 10,8 out of 10,5.3333333333,1.5,15,10,31.8333333333,$424 ,$17 ,"$3,319 ",$506 ,$910 ,$66 ,$754 ,0.87,"32,877"
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,KINGS,24.8,25.9,28.3,Not Available,21.8,1.321,1.125,2.244,Not Available,0.427,0.605,21695,0 out of 10,3 out of 10,10 out of 10,Not Available,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,8 out of 10,Not Available,6 out of 10,0.88247,6 out of 10,7 out of 10,0 out of 10,6 out of 10,10.4444444444,5.1,12,0,27.5444444444,$581 ,$43 ,"$5,929 ",$826 ,"$2,697 ",$103 ,"$1,703 ",1.07,"47,788"
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,Not Available,21.6,21.3,Not Available,16.9,1.139,1.829,0.720,0.811,1.511,0.338,19432,0 out of 10,4 out of 10,3 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,5 out of 10,0.8796,0 out of 10,7 out of 10,0 out of 10,5 out of 10,7.7777777778,0.3,13,12,33.0777777778,$509 ,$28 ,"$2,803 ",$546 ,"$2,218 ",$71 ,$757 ,0.87,"47,788"
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,17.3,19.5,24.6,4.7,17.3,0.880,1.926,0.984,1.429,1.533,0.898,19581,0 out of 10,0 out of 10,3 out of 10,Not Available,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,9 out of 10,10 out of 10,2 out of 10,0.89128,0 out of 10,0 out of 10,0 out of 10,5 out of 10,8.6,6.3,14.4,8,37.3,$869 ,$39 ,"$1,794 ",$393 ,"$3,226 ",$127 ,$979 ,0.93,"23,759"
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,19.7,17.9,23.4,Not Available,14.4,0.357,0.746,0.771,Not Available,0.682,0.522,19589,8 out of 10,6 out of 10,6 out of 10,0 out of 10,9 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,0.89351,6 out of 10,3 out of 10,2 out of 10,2 out of 10,12.3636363636,2.7,19.5,6,40.5636363636,$660 ,$88 ,"$3,296 ",$470 ,"$2,835 ",$50 ,$728 ,0.95,"96,760"
330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,ORANGE,19.7,20,23.1,5.9,21,Not Available,Not Available,Not Available,Not Available,Not Available,0.516,24094,10 out of 10,4 out of 10,10 out of 10,Not Available,6 out of 10,1 out of 10,0 out of 10,3 out of 10,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,0 out of 10,0.8802,10 out of 10,0 out of 10,4 out of 10,4 out of 10,12.8888888889,6.9,10,0,29.7888888889,$550 ,$78 ,"$1,659 ",$604 ,"$4,467 ",$57 ,"$1,018 ",0.99,"91,662"
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,25.3,23.8,29.3,6.2,20.4,1.896,3.356,0.540,0.890,2.429,0.306,22967,8 out of 10,2 out of 10,5 out of 10,Not Available,10 out of 10,4 out of 10,2 out of 10,2 out of 10,2 out of 10,2 out of 10,3 out of 10,0 out of 10,1 out of 10,9 out of 10,10 out of 10,2 out of 10,0.88038,4 out of 10,0 out of 10,5 out of 10,0 out of 10,15.1111111111,13.2,14.4,2,44.7111111111,$596 ,$59 ,"$2,557 ",$465 ,"$3,373 ",$55 ,"$1,225 ",0.98,"44,417"
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,SAINT LAWRENCE,21.4,20,22.8,5,16,Not Available,Not Available,Not Available,Not Available,0.982,0.539,21085,4 out of 10,10 out of 10,0 out of 10,Not Available,10 out of 10,0 out of 10,2 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,9 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,0.89944,4 out of 10,4 out of 10,0 out of 10,4 out of 10,10.6666666667,9,27,14,60.6666666667,$385 ,$109 ,"$2,026 ","$1,040 ","$2,006 ",$143 ,$573 ,0.86,"39,235"
330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,18.8,21.2,21.9,6.3,16.4,0.233,1.013,2.580,0.000,0.187,1.176,23717,3 out of 10,2 out of 10,7 out of 10,8 out of 10,10 out of 10,3 out of 10,0 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,2 out of 10,10 out of 10,10 out of 10,9 out of 10,0.89855,5 out of 10,10 out of 10,8 out of 10,10 out of 10,15.0909090909,9.6,25.2,2,51.8909090909,"$1,250 ",$50 ,"$2,366 ",$678 ,"$1,912 ",$138 ,"$1,120 ",0.99,"96,760"
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,19,22.1,22,7.1,18.5,0.000,1.400,0.769,Not Available,0.000,1.319,19579,0 out of 10,0 out of 10,2 out of 10,Not Available,10 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0.88521,4 out of 10,0 out of 10,10 out of 10,0 out of 10,7.7777777778,5.7,11.25,2,26.7277777778,$441 ,$41 ,"$1,885 ",$334 ,"$3,654 ",$146 ,$882 ,0.97,"48,746"
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,22.8,23.1,26,5.7,18.1,Not Available,0.000,0.000,Not Available,0.000,0.560,20628,3 out of 10,3 out of 10,0 out of 10,Not Available,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10,2 out of 10,7 out of 10,0.88398,0 out of 10,6 out of 10,0 out of 10,0 out of 10,9.7777777778,7.2,19.5,6,42.4777777778,$948 ,$26 ,"$1,786 ",$360 ,"$4,193 ",$80 ,$922 ,0.97,"46,877"
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,ERIE,17.4,22.4,23.4,5.3,19.8,0.303,0.917,0.000,Not Available,0.803,1.076,19628,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,Not Available,1 out of 10,0.87499,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3.8,4.8,12,6,26.6,$499 ,$29 ,"$2,472 ",$942 ,"$3,171 ",$104 ,$931 ,0.95,"28,968"
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,KINGS,24.1,25.8,26.2,Not Available,22.2,0.624,2.030,2.066,Not Available,1.862,0.318,22686,3 out of 10,0 out of 10,2 out of 10,Not Available,5 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,1 out of 10,0 out of 10,0.86404,0 out of 10,5 out of 10,0 out of 10,5 out of 10,8.2222222222,6.9,10.2,6,31.3222222222,$748 ,$93 ,"$2,233 ",$664 ,"$3,172 ",$78 ,"$1,465 ",0.98,"35,355"
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,20.2,21.2,27.2,4.8,16.3,0.550,1.412,0.748,Not Available,0.547,0.321,19930,4 out of 10,1 out of 10,5 out of 10,Not Available,6 out of 10,6 out of 10,1 out of 10,7 out of 10,4 out of 10,6 out of 10,0 out of 10,9 out of 10,4 out of 10,0 out of 10,Not Available,0 out of 10,0.89944,2 out of 10,0 out of 10,4 out of 10,1 out of 10,8.4444444444,16.8,10.5,10,45.7444444444,$847 ,$98 ,"$1,636 ",$599 ,"$2,108 ",$97 ,$809 ,0.91,"62,848"
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,SAINT LAWRENCE,19.4,21.1,22.5,5.6,16.5,Not Available,Not Available,Not Available,Not Available,Not Available,1.312,19625,10 out of 10,0 out of 10,10 out of 10,Not Available,10 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,0 out of 10,0.84699,10 out of 10,7 out of 10,10 out of 10,10 out of 10,18.4444444444,6.9,4,20,49.3444444444,$299 ,$118 ,"$1,494 ",$376 ,"$1,939 ",$85 ,$612 ,0.83,"41,521"
