Zip,Provider Id,Hospital_Name,Address,lat,lng,Expenditures,OP_6,OP_7,SCIP_INF_3,SCIP_CARD_2,SCIP_VTE_2,SCIP_INF_9,PN_6,HF_1,HF_2,IMM_2,Don't recommend,Recommend,Might recommend,Low rating,Medium rating,High rating,Inc. Cat,Inc Cat,Cost category,Efficiency
75482,450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,33.1578248,-95.6000549,"$17,122",94,90,91,94,96,96,95,98,99,95,3,68,29,8,20,72,1,medium,low,0.0055
26101,510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,39.2696331,-81.5598212,"$18,535",98,98,99,98,99,98,92,95,100,88,8,57,35,13,30,57,0,medium,low,0.0052
70508,190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,30.2240897,-92.0198427,"$23,414",95,93,95,96,98,99,N/A,N/A,N/A,99,2,89,9,3,8,89,1,medium,medium,0.0041
70508,190263,HEART HOSPITAL OF LAFAYETTE,1105 KALISTE SALOOM ROAD,30.1741095,-92.0265809,"$23,506",100,99,100,100,86,100,N/A,100,92,90,1,92,7,2,7,91,1,medium,medium,0.0041
70508,190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,30.2162095,-92.0278188,"$21,144",94,95,97,99,100,99,96,92,99,93,3,83,14,5,14,81,1,medium,medium,0.0046
70503,190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,30.2028418,-92.0195318,"$19,320",95,98,98,99,98,96,99,100,100,90,2,85,13,4,16,80,1,medium,low,0.005
33486,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,26.3587487,-80.1020268,"$20,609",100,100,100,100,100,100,100,100,100,99,4,77,19,7,21,72,1,medium,medium,0.0048
14103,330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,43.2239095,-78.3975806,"$14,073",N/A,100,94,93,97,83,93,100,98,92,7,66,27,11,23,66,1,medium,low,0.0067
33484,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,26.436422,-80.1271562,"$20,826",100,100,100,100,100,100,100,100,100,100,10,65,25,13,29,58,1,medium,medium,0.0048
36507,10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,30.9039094,-87.7850425,"$12,828",99,100,100,N/A,98,100,97,100,100,96,3,70,27,4,19,77,1,low,low,0.0077
36502,10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,31.0165227,-87.4786595,"$13,258",N/A,N/A,N/A,N/A,69,92,96,82,100,98,7,62,31,9,26,65,0,low,low,0.0068
30680,110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,34.0081595,-83.7076059,"$14,351",100,94,96,93,98,95,95,91,100,98,15,49,36,21,33,46,1,medium,low,0.0067
39301,250104,ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,32.3723481,-88.6992736,"$18,329",98,97,97,99,98,98,86,90,100,99,2,79,19,5,21,74,0,medium,low,0.0052
39301,250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,32.3698273,-88.6970151,"$20,344",100,98,93,96,97,96,96,94,99,97,4,75,21,6,25,69,0,medium,medium,0.0047
39301,250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,,,"$8,420",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,low,low,0.0046
86301,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,34.5601755,-112.4820524,"$18,355",99,100,97,98,97,99,93,92,96,94,4,72,24,8,22,70,1,medium,low,0.0053
80220,60032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,39.732259,-104.9335456,"$19,693",100,100,100,100,100,100,100,100,100,99,4,80,16,5,17,78,1,medium,medium,0.0051
80229,60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,39.8634067,-104.9853164,"$17,570",100,100,100,100,100,100,100,100,100,100,8,66,26,10,23,67,1,medium,low,0.0057
80228,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 WEST 2ND PLACE,,,"$24,163",95,99,97,99,99,99,100,97,100,92,3,81,16,6,17,77,2,medium,medium,0.004
80228,60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PLACE,,,"$21,277",99,100,100,98,100,100,N/A,N/A,N/A,84,4,84,12,5,12,83,2,medium,medium,0.0046
46755,150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,41.4483052,-85.2963323,"$15,092",100,97,91,96,100,98,99,97,100,100,1,77,22,3,17,80,1,medium,low,0.0065
42071,180027,MURRAY-CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET,36.6077542,-88.3093321,"$14,939",99,90,97,96,100,99,79,49,90,71,3,68,29,7,24,69,1,medium,low,0.0058
45236,360016,"JEWISH HOSPITAL, LLC",4777 EAST GALBRAITH ROAD,,,"$19,611",98,95,98,96,99,90,99,89,100,97,5,72,23,7,24,69,1,medium,medium,0.0049
48617,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,43.8207231,-84.7684001,"$14,877",N/A,N/A,95,100,97,100,94,96,100,100,9,64,27,8,22,70,1,medium,low,0.0066
48601,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENUE,42.333009,-83.0509465,"$20,044",100,99,96,99,98,91,98,72,100,88,8,67,25,9,27,64,0,medium,medium,0.0047
59701,270017,ST JAMES HEALTHCARE,400 S CLARK ST,46.0084921,-112.5453147,"$19,509",93,100,99,95,100,98,91,93,99,94,8,58,34,10,25,65,1,medium,low,0.0049
41031,180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,38.3834662,-84.2774353,"$15,503",100,100,100,95,100,100,97,100,100,98,2,77,21,4,18,78,1,medium,low,0.0064
29944,420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,32.8548775,-81.0889178,"$13,533",N/A,N/A,100,N/A,100,N/A,100,67,100,94,3,74,23,5,15,80,0,medium,low,0.0069
95819,50017,MERCY GENERAL HOSPITAL,4001 J ST,38.5705253,-121.45216,"$21,823",99,99,100,96,99,100,100,99,100,99,5,71,24,9,23,68,1,medium,medium,0.0045
65401,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,37.9532969,-91.7852156,"$18,973",94,99,97,94,99,98,94,98,98,89,4,70,26,6,22,72,1,medium,low,0.0051
46256,150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,39.902923,-86.0411589,"$8,390",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,low,low,0.0105
46256,150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,39.900852,-86.040926,"$20,239",98,98,99,99,100,91,95,98,99,81,3,80,17,6,16,78,2,medium,medium,0.0047
49201,230092,ALLEGIANCE HEALTH,205 N EAST AVE,42.2512839,-84.3918456,"$17,928",100,99,99,100,100,100,98,88,100,97,6,63,31,10,24,66,1,medium,low,0.0055
46254,150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,39.7773245,-86.1835666,"$17,643",100,100,99,100,99,100,97,100,100,56,6,73,21,9,22,69,1,medium,low,0.0054
22911,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,38.0226057,-78.4444617,"$17,384",97,92,98,96,99,97,98,94,100,93,3,85,12,6,13,81,2,medium,low,0.0055
57049,430089,SIOUXLAND SURGERY CENTER LIMITED PARTNERSHIP,600 SIOUX POINT ROAD,,,"$22,818",99,98,99,98,99,95,N/A,N/A,N/A,93,1,89,10,2,10,88,1,medium,medium,0.0043
60634,140251,PRESENCE OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,41.9454943,-87.7677098,"$22,084",99,98,92,93,97,92,94,100,100,92,7,60,33,12,29,59,1,medium,medium,0.0043
60637,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,41.788307,-87.6046554,"$22,889",99,99,97,100,99,99,86,96,100,97,4,75,21,8,20,72,0,medium,medium,0.0042
60631,140117,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,41.987774,-87.814439,"$25,114",96,95,99,98,100,99,100,100,100,74,4,70,26,8,25,67,2,medium,medium,0.0038
48154,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,42.3937914,-83.4042565,"$18,744",97,97,100,100,100,100,97,96,99,84,6,70,24,9,22,69,2,medium,low,0.0052
67002,170197,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,37.7243662,-97.1473737,"$21,686",100,100,99,100,100,100,100,100,100,100,3,83,14,4,16,80,2,medium,medium,0.0046
67005,170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,37.1329883,-97.0384294,"$15,658",100,90,96,N/A,97,97,95,N/A,100,98,5,68,27,4,25,71,1,medium,low,0.0062
94545,50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,37.6336434,-122.0881366,"$21,619",93,95,99,99,98,99,98,99,98,98,7,65,28,10,24,66,1,medium,medium,0.0045
37920,440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,1924 ALCOA HIGHWAY,,,"$21,066",98,97,96,99,99,95,98,98,100,94,2,84,14,4,15,81,1,medium,medium,0.0046
37923,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,35.9169471,-84.1032662,"$19,028",99,99,99,96,99,98,98,100,100,87,3,81,16,5,16,79,1,medium,low,0.0051
91786,50099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,34.1020011,-117.637918,"$20,849",95,95,96,99,95,98,99,100,99,93,4,76,20,8,22,70,1,medium,medium,0.0046
72601,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,36.2366395,-93.1085129,"$16,288",99,98,91,93,98,98,93,91,96,96,7,62,31,10,27,63,1,medium,low,0.0059
77384,670059,ST LUKES LAKESIDE HOSPITAL,17400 ST LUKES WAY,,,"$26,829",100,100,100,99,100,99,N/A,N/A,100,98,2,87,11,2,12,86,2,high,medium,0.0037
77384,450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,30.1985488,-95.4580897,"$21,257",100,99,98,100,99,97,91,98,100,88,4,80,16,6,18,76,2,medium,medium,0.0046
28752,340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,35.6634407,-82.0276985,"$15,409",97,95,95,100,100,100,99,100,100,96,5,72,23,5,18,77,0,medium,low,0.0064
23847,490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,36.7015458,-77.5377642,"$15,168",N/A,96,94,80,100,96,93,97,100,100,8,55,37,11,28,61,0,medium,low,0.0063
36201,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,33.668535,-85.8239853,"$15,890",100,96,100,97,100,96,94,96,100,99,8,69,23,13,24,63,0,medium,low,0.0062
36207,10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,33.6562474,-85.8238216,"$18,692",97,93,97,92,96,96,94,72,99,73,6,72,22,9,23,68,1,medium,low,0.0049
74127,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,36.1465648,-95.9995759,"$18,023",86,99,90,96,98,95,100,67,98,93,7,70,23,11,23,66,0,medium,low,0.0051
75835,450580,EAST TEXAS MEDICAL CENTER CROCKETT,1100 LOOP 304 EAST,31.3237899,-95.4389239,"$14,242",N/A,N/A,91,91,96,86,91,68,61,82,9,59,32,12,23,65,0,medium,low,0.0058
46845,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,,,"$22,983",99,100,98,99,100,100,N/A,N/A,N/A,98,2,86,12,4,11,85,2,medium,medium,0.0043
46845,150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,41.1870307,-85.1015603,"$19,453",98,99,97,96,99,98,95,97,100,97,4,79,17,6,17,77,2,medium,low,0.005
41230,180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,35.4195902,-78.9338249,"$12,713",100,100,100,N/A,100,N/A,100,100,100,100,5,70,25,7,27,66,0,low,low,0.0079
76712,450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,31.5141418,-97.1992628,"$18,928",94,98,97,92,97,95,97,87,100,93,2,81,17,5,17,78,1,medium,low,0.005
76712,450101,HILLCREST BAPTIST MEDICAL CENTER,100 HILLCREST MEDICAL BLVD,,,"$21,343",96,94,98,99,99,99,95,85,100,98,5,73,22,9,21,70,1,medium,medium,0.0045
30529,110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,34.2187746,-83.4690635,"$14,676",100,97,N/A,N/A,100,N/A,100,96,100,91,8,63,29,12,16,72,1,medium,low,0.0067
74820,370180,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,34.7312342,-96.6454388,"$14,428",N/A,N/A,91,100,98,100,81,100,92,84,1,86,13,3,13,84,1,medium,low,0.0065
74820,370020,"MERCY HOSPITAL ADA, INC",430 NORTH MONTA VISTA,,,"$18,899",99,99,97,86,97,78,98,90,100,95,5,64,31,9,25,66,1,medium,low,0.005
43512,360270,MERCY HOSPITAL OF DEFIANCE,1404 EAST SECOND STREET,41.2837858,-84.3399582,"$14,726",93,100,97,100,98,100,100,94,100,99,1,78,21,2,19,79,1,medium,low,0.0067
49770,230105,MCLAREN - NORTHERN MICHIGAN,416 CONNABLE AVE,,,"$19,036",97,99,99,98,99,96,100,98,100,86,3,76,21,6,23,71,1,medium,low,0.0051
90255,50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,33.9898269,-118.2236056,"$16,352",N/A,N/A,N/A,N/A,100,91,100,100,100,86,14,54,32,15,30,55,1,medium,low,0.0059
38485,440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,,,"$11,259",N/A,N/A,N/A,N/A,N/A,N/A,82,N/A,94,95,6,64,30,9,26,65,0,low,low,0.008
13440,330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,41.9027835,12.4963655,"$16,180",93,93,97,100,96,100,92,93,96,88,6,61,33,11,27,62,1,medium,low,0.0059
29572,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,33.759348,-78.819416,"$18,572",99,98,98,100,100,98,100,96,100,99,7,70,23,10,23,67,1,medium,low,0.0053
29574,420055,CAROLINAS HOSPITAL SYSTEM MARION,2829 E HWY 76,,,"$14,176",100,100,100,96,96,88,100,88,100,100,8,57,35,9,27,64,0,medium,low,0.0068
29576,420098,WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BYPASS,33.5604611,-79.0429648,"$16,677",96,93,99,98,98,97,93,97,100,99,1,82,17,5,17,78,1,medium,low,0.0058
15905,390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,1086 FRANKLIN STREET,40.3045188,-78.9205805,"$19,488",98,98,99,99,100,98,95,95,100,96,4,65,31,9,24,67,1,medium,low,0.005
95370,50335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,37.9777841,-120.3705728,"$16,185",95,97,98,98,98,99,99,100,100,97,9,63,28,13,24,63,1,medium,low,0.0061
95376,50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,,,"$15,961",100,100,100,100,100,100,100,98,99,100,3,80,17,5,17,78,1,medium,low,0.0062
95991,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,39.1315779,-121.61339,"$20,169",95,98,100,100,100,98,N/A,N/A,N/A,94,1,92,7,2,11,87,1,medium,medium,0.0049
93230,50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,36.3236205,-119.6672586,"$16,312",85,89,93,85,94,93,95,100,94,92,8,62,30,10,26,64,1,medium,low,0.0056
61354,140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,41.3286529,-89.1244425,"$16,016",90,100,100,98,100,99,98,69,98,81,2,79,19,5,18,77,1,medium,low,0.0058
61350,140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1100 EAST NORRIS DRIVE,45.4215296,-75.6971931,"$15,322",97,97,95,100,96,100,99,96,99,95,4,68,28,5,26,69,1,medium,low,0.0064
55746,240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,,,"$12,189",87,92,98,96,98,96,100,89,98,94,4,67,29,6,27,67,1,low,low,0.0078
16346,390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE,41.361309,-79.7000198,"$15,684",97,99,99,100,100,99,91,100,100,99,6,58,36,8,30,62,1,medium,low,0.0063
93906,50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,36.6975566,-121.6334767,"$15,600",N/A,N/A,93,96,97,89,84,78,100,90,4,71,25,9,17,74,1,medium,low,0.0058
49431,230110,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,1 N ATKINSON DRIVE,43.9577411,-86.429486,"$15,224",98,96,99,99,96,91,99,88,100,98,4,64,32,6,23,71,1,medium,low,0.0063
68025,280077,FREMONT HEALTH MEDICAL CENTER,450 EAST 23RD ST,41.2523713,-95.9464452,"$17,210",99,98,96,98,98,98,98,97,100,95,4,62,34,6,23,71,1,medium,low,0.0057
97914,380052,"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC",351 SW 9TH STREET,,,"$16,994",100,89,98,98,99,99,100,96,99,94,5,59,36,8,25,67,0,medium,low,0.0057
77094,670077,METHODIST WEST HOUSTON HOSPITAL,18500 KATY FREEWAY,29.7872522,-95.6977332,"$19,928",99,96,99,98,99,100,94,100,99,83,4,81,15,6,16,78,4,medium,medium,0.0049
77090,450638,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,30.0199347,-95.4421642,"$22,591",100,98,98,99,99,97,98,94,100,99,6,67,27,9,25,66,1,medium,medium,0.0043
77090,450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,30.018211,-95.4455134,"$21,186",100,100,98,98,100,98,N/A,N/A,N/A,94,2,86,12,5,15,80,1,medium,medium,0.0046
77091,450803,DOCTORS HOSPITAL TIDWELL,510 W TIDWELL,29.848051,-95.4080268,"$24,032",N/A,N/A,83,N/A,93,93,84,98,96,78,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,medium,medium,0.0037
78734,670079,"LAKEWAY REGIONAL MEDICAL CENTER, LLC",100  MEDICAL PARKWAY,30.3679788,-97.991679,"$18,609",100,100,100,100,92,80,97,76,100,91,8,74,18,11,17,72,2,medium,low,0.005
77093,450795,ST ANTHONY'S HOSPITAL,2807 LITTLE YORK RD,29.87147,-95.342416,"$24,107",N/A,N/A,N/A,N/A,N/A,N/A,17,89,18,40,10,64,26,13,21,66,0,medium,medium,0.0017
78731,450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,30.3505349,-97.7517161,"$39,157",97,98,78,N/A,100,N/A,N/A,N/A,N/A,71,2,84,14,3,9,88,1,high,high,0.0023
92627,50543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,33.651829,-117.91198,"$12,312",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,20,61,19,13,24,63,1,low,low,0.0071
24614,490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,37.2852324,-82.0669308,"$12,896",N/A,N/A,N/A,N/A,N/A,N/A,100,96,100,89,6,60,34,10,28,62,0,low,low,0.0075
75644,450884,EAST TEXAS MEDICAL CENTER - GILMER,712 NORTH WOOD,,,"$16,458",N/A,N/A,N/A,N/A,N/A,N/A,100,100,96,98,3,85,12,6,10,84,1,medium,low,0.006
71342,190145,LASALLE GENERAL HOSPITAL,187 NINTH ST/HWY 84 WEST,,,"$15,487",N/A,N/A,N/A,N/A,N/A,N/A,91,N/A,73,89,9,68,23,10,20,70,1,medium,low,0.0054
37748,440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,35.8886653,-84.5557927,"$16,323",N/A,N/A,100,93,98,94,99,100,100,86,8,72,20,11,23,66,1,medium,low,0.0059
37745,440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",1420 TUSCULUM BLVD,36.1740196,-82.7906584,"$15,621",99,92,99,100,96,100,94,100,97,98,3,76,21,5,18,77,1,medium,low,0.0062
37743,440050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVE,36.1513976,-82.8459897,"$15,239",94,100,100,82,99,100,100,97,98,99,6,77,17,7,21,72,1,medium,low,0.0064
19111,390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,40.0706926,-75.0876445,"$18,765",98,93,99,99,100,100,97,100,100,94,5,68,27,9,22,69,1,medium,low,0.0052
19114,390115,ARIA HEALTH,10800 KNIGHTS ROAD,40.0708866,-74.9825333,"$19,634",99,97,100,99,99,100,95,96,100,89,7,63,30,11,26,63,1,medium,medium,0.005
19118,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,40.0789349,-75.2114364,"$18,495",97,96,100,88,99,95,99,98,99,97,7,66,27,9,24,67,2,medium,low,0.0052
82716,530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,501 SOUTH BURMA AVENUE,44.2901796,-105.5187248,"$14,318",97,96,100,100,89,90,98,88,97,90,9,56,35,11,26,63,1,medium,low,0.0066
97062,380089,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,45.379081,-122.740828,"$17,035",99,99,98,100,100,99,97,99,100,93,4,81,15,6,16,78,1,medium,low,0.0058
19805,80003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,,,"$18,366",99,100,98,94,96,93,99,100,100,99,8,69,23,9,25,66,1,medium,low,0.0053
48322,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,42.541546,-83.408908,"$19,084",95,96,99,98,98,98,92,96,99,79,4,82,14,6,14,80,2,medium,low,0.005
90048,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,34.0752969,-118.3805177,"$22,813",96,98,97,98,99,98,99,100,100,95,2,81,17,4,15,81,1,medium,medium,0.0043
78801,450177,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,29.2147033,-99.7696216,"$16,805",100,100,100,N/A,88,96,92,91,95,99,3,73,24,6,19,75,1,medium,low,0.0057
92354,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,34.0507571,-117.2639465,"$21,197",93,88,96,99,98,95,95,80,100,82,5,77,18,9,18,73,1,medium,medium,0.0044
17701,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,41.2469646,-77.0160591,"$19,629",99,100,98,99,100,100,99,99,100,95,5,68,27,8,22,70,0,medium,medium,0.005
26452,510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,39.0479994,-80.4920894,"$12,878",100,96,98,98,100,100,97,94,100,98,4,64,32,10,24,66,0,low,low,0.0076
75401,450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,33.1222885,-96.1240517,"$19,280",98,97,97,87,97,96,98,95,100,99,7,62,31,8,28,64,0,medium,low,0.005
93003,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,34.2746763,-119.2582901,"$19,685",97,95,96,96,98,97,95,91,100,87,4,71,25,9,24,67,2,medium,medium,0.0048
93003,50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,34.2766127,-119.2521106,"$16,979",N/A,N/A,99,60,93,93,81,72,95,75,7,63,30,12,29,59,2,medium,low,0.0049
33407,100234,WEST PALM HOSPITAL,2201 45TH ST,26.7616683,-80.0878094,"$20,366",100,100,100,100,98,100,96,100,99,99,8,68,24,11,24,65,1,medium,medium,0.0049
33407,100288,ST MARY'S MEDICAL CENTER,901 45TH ST,26.756349,-80.063219,"$23,490",89,100,99,100,100,100,96,100,100,100,6,69,25,11,26,63,1,medium,medium,0.0042
33401,100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,26.724488,-80.0498812,"$19,642",100,95,100,99,99,100,100,98,100,98,6,71,23,10,23,67,1,medium,medium,0.005
85741,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,32.3210273,-111.0110188,"$18,538",98,99,98,99,100,97,99,92,100,96,6,71,23,9,23,68,1,medium,low,0.0053
85745,30010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,32.2282326,-110.9994309,"$20,276",98,99,99,99,98,95,98,99,99,84,8,65,27,9,28,63,1,medium,medium,0.0048
14220,330279,MERCY HOSPITAL,565 ABBOTT ROAD,42.8474858,-78.8124263,"$20,135",100,100,100,98,100,99,100,99,100,98,5,57,38,10,33,57,1,medium,medium,0.0049
82901,530011,MEMORIAL HOSPITAL SWEETWATER COUNTY,1200 COLLEGE DRIVE,41.5851045,-109.2348331,"$14,050",100,85,97,92,100,90,90,47,92,89,8,53,39,8,31,61,2,medium,low,0.0063
19301,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,34.6826393,-118.2163396,"$19,537",96,98,100,100,100,100,97,100,100,89,3,87,10,4,14,82,2,medium,medium,0.005
60506,140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,41.7855642,-88.3257688,"$19,909",100,98,98,99,97,99,94,99,99,97,5,67,28,9,25,66,1,medium,medium,0.0049
60504,140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,,,"$20,510",98,100,99,99,98,98,97,96,100,94,4,76,20,7,21,72,2,medium,medium,0.0048
65483,260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,37.3161103,-91.9609403,"$12,227",N/A,N/A,N/A,N/A,N/A,N/A,97,100,93,85,7,61,32,11,26,63,0,low,low,0.0077
69101,280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,41.1216478,-100.7699704,"$16,859",96,96,98,98,98,100,99,97,100,96,6,66,28,10,29,61,1,medium,low,0.0058
27909,340109,SENTARA ALBEMARLE MEDICAL CENTER,1144 N ROAD ST,,,"$16,775",96,98,100,100,99,97,92,84,99,95,5,65,30,9,27,64,1,medium,low,0.0057
99362,500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,46.0620166,-118.3430421,"$19,319",97,97,100,100,100,99,100,100,100,82,3,79,18,5,20,75,2,medium,low,0.005
99362,500049,WALLA WALLA GENERAL HOSPITAL,1025 S SECOND AVE,,,"$17,955",93,93,100,100,97,98,97,97,100,94,3,76,21,7,20,73,2,medium,low,0.0054
80501,60003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,40.1820727,-105.1269163,"$17,300",98,98,99,94,99,97,93,97,100,96,4,74,22,7,17,76,1,medium,low,0.0056
45701,360014,O'BLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,39.3279604,-82.115643,"$17,308",99,98,97,97,100,100,100,96,100,99,5,60,35,11,30,59,0,medium,low,0.0057
